Name,Indian rupee
10/6/1988,5872.19
10/7/1988,5753.4
10/10/1988,5854.82
10/11/1988,5929.68
10/12/1988,5893.82
10/13/1988,5919.49
10/14/1988,5851.05
10/17/1988,6143.03
10/18/1988,6022.67
10/19/1988,6037.7
10/20/1988,6026.61
10/21/1988,5975.82
10/24/1988,5969.7
10/25/1988,5998.7
10/26/1988,6012.39
10/27/1988,5976.51
10/28/1988,6072.67
10/31/1988,6296.19
11/1/1988,6103.44
11/2/1988,6117.93
11/3/1988,6378.96
11/4/1988,6291.8
11/7/1988,6230.23
11/8/1988,6266.87
11/9/1988,6351.83
11/10/1988,6239.36
11/11/1988,6216.91
11/14/1988,6213.57
11/15/1988,6324.62
11/16/1988,6271.3
11/17/1988,6312.74
11/18/1988,6296.02
11/21/1988,6166.13
11/22/1988,6236.6
11/23/1988,6233.97
11/24/1988,6267.57
11/25/1988,6301.08
11/28/1988,6304.86
11/29/1988,6265.94
11/30/1988,6256.74
12/1/1988,6314.68
12/2/1988,6295.35
12/5/1988,6377.64
12/6/1988,6387.06
12/7/1988,6362.15
12/8/1988,6307.87
12/9/1988,6355.9
12/12/1988,6384.37
12/13/1988,6323.93
12/14/1988,6270.71
12/15/1988,6251.95
12/16/1988,6212.03
12/19/1988,6129.85
12/20/1988,6218.02
12/21/1988,6199.38
12/22/1988,6234.79
12/23/1988,6264.24
12/26/1988,6264.24
12/27/1988,6264.24
12/28/1988,6186.16
12/29/1988,6111.74
12/30/1988,6123.14
1/2/1989,6123.14
1/3/1989,6152.09
1/4/1989,6161.77
1/5/1989,6121.66
1/6/1989,6185.04
1/9/1989,6046.84
1/10/1989,6114.9
1/11/1989,6006.01
1/12/1989,6054.82
1/13/1989,6046.59
1/16/1989,6159.38
1/17/1989,6149.1
1/18/1989,6075.37
1/19/1989,6113.97
1/20/1989,6081.97
1/23/1989,6202.32
1/24/1989,6177.87
1/25/1989,6070.76
1/26/1989,6095.65
1/27/1989,6131.07
1/30/1989,5879.26
1/31/1989,5970.25
2/1/1989,5930.64
2/2/1989,5908.94
2/3/1989,5916.64
2/6/1989,5846.48
2/7/1989,5897.25
2/8/1989,5894.07
2/9/1989,5944.05
2/10/1989,5961.1
2/13/1989,6047.33
2/14/1989,5786.82
2/15/1989,5774.98
2/16/1989,5801.28
2/17/1989,5881.23
2/20/1989,5789.67
2/21/1989,5842.15
2/22/1989,5888.3
2/23/1989,5924.58
2/24/1989,5940.04
2/27/1989,5998.9
2/28/1989,5884.35
3/1/1989,5890.82
3/2/1989,5858.3
3/3/1989,5899.35
3/6/1989,5985.38
3/7/1989,5954.14
3/8/1989,6013.52
3/9/1989,5965.48
3/10/1989,5927.42
3/13/1989,6039.34
3/14/1989,5999.68
3/15/1989,6056.43
3/16/1989,5996.26
3/17/1989,6075.31
3/20/1989,6242.91
3/21/1989,6069.41
3/22/1989,6056.52
3/23/1989,6195.41
3/24/1989,6195.41
3/27/1989,6195.41
3/28/1989,6138.42
3/29/1989,5944.91
3/30/1989,5977.55
3/31/1989,5942.82
4/3/1989,5943.3
4/4/1989,5977.45
4/5/1989,5960.15
4/6/1989,5970.93
4/7/1989,5988.68
4/10/1989,6068.05
4/11/1989,6034.73
4/12/1989,6053.95
4/13/1989,6083.71
4/14/1989,6059.53
4/17/1989,5977.47
4/18/1989,5975.25
4/19/1989,6009.04
4/20/1989,5987.85
4/21/1989,6029.96
4/24/1989,6012.29
4/25/1989,6074.08
4/26/1989,6069.49
4/27/1989,6067.62
4/28/1989,5922.89
5/1/1989,5922.89
5/2/1989,5966.95
5/3/1989,5990.83
5/4/1989,5991.5
5/5/1989,6013.55
5/8/1989,6003.97
5/9/1989,6007.9
5/10/1989,6000.73
5/11/1989,6057.04
5/12/1989,6005.93
5/15/1989,6155.9
5/16/1989,5995.36
5/17/1989,6019.96
5/18/1989,5914.74
5/19/1989,6037.5
5/22/1989,6031.87
5/23/1989,5947.11
5/24/1989,5834.7
5/25/1989,5885.57
5/26/1989,6215.6
5/29/1989,5820.7
5/30/1989,5919.46
5/31/1989,5869.37
6/1/1989,5883.53
6/2/1989,5891.63
6/5/1989,5912.36
6/6/1989,5908.37
6/7/1989,6034.88
6/8/1989,6081.23
6/9/1989,5938.09
6/12/1989,5874.47
6/13/1989,5923.47
6/14/1989,5952.98
6/15/1989,5899.97
6/16/1989,6046.82
6/19/1989,5881.21
6/20/1989,6020.16
6/21/1989,5948.12
6/22/1989,6073.66
6/23/1989,5924.29
6/26/1989,6148.81
6/27/1989,6099.96
6/28/1989,6143.19
6/29/1989,6199.04
6/30/1989,6142.86
7/3/1989,6265.93
7/4/1989,6132.15
7/5/1989,5982.29
7/6/1989,6035.77
7/7/1989,6196.13
7/10/1989,6066.67
7/11/1989,6158.47
7/12/1989,6180.43
7/13/1989,6211.35
7/14/1989,6077.27
7/17/1989,6050.8
7/18/1989,6029.74
7/19/1989,6103.93
7/20/1989,6057.32
7/21/1989,6152.11
7/24/1989,6068.9
7/25/1989,6102.97
7/26/1989,6065.1
7/27/1989,6108.1
7/28/1989,6090.49
7/31/1989,6011.26
8/1/1989,6060.55
8/2/1989,6048.23
8/3/1989,6082.31
8/4/1989,6388.22
8/7/1989,6035.25
8/8/1989,5992.84
8/9/1989,6036.93
8/10/1989,6020.4
8/11/1989,6104.47
8/14/1989,5981.31
8/15/1989,6108.68
8/16/1989,6078.48
8/17/1989,6113.21
8/18/1989,6060.92
8/21/1989,6026.86
8/22/1989,6021.87
8/23/1989,6104.06
8/24/1989,5976.72
8/25/1989,5938.71
8/28/1989,5938.71
8/29/1989,5915.28
8/30/1989,5967.52
8/31/1989,5962.5
9/1/1989,6027.3
9/4/1989,5911.55
9/5/1989,5985.29
9/6/1989,5979.71
9/7/1989,5965.11
9/8/1989,5992.91
9/11/1989,5912.6
9/12/1989,5973.57
9/13/1989,5948.84
9/14/1989,6006.07
9/15/1989,5991.21
9/18/1989,5956.82
9/19/1989,6017.74
9/20/1989,6018.32
9/21/1989,6046.78
9/22/1989,6112.16
9/25/1989,6120.59
9/26/1989,6082.59
9/27/1989,6156.48
9/28/1989,6094.18
9/29/1989,6115.9
10/2/1989,6229.15
10/3/1989,6128.26
10/4/1989,6148.48
10/5/1989,6081.64
10/6/1989,6072.96
10/9/1989,6145.62
10/10/1989,6088.18
10/11/1989,6103.6
10/12/1989,6096.98
10/13/1989,6078.35
10/16/1989,6151.69
10/17/1989,6129.37
10/18/1989,6145.18
10/19/1989,6174.69
10/20/1989,6130.13
10/23/1989,6072.58
10/24/1989,6075.12
10/25/1989,6148.9
10/26/1989,6128.41
10/27/1989,6219.64
10/30/1989,6329.11
10/31/1989,6309.71
11/1/1989,6246.6
11/2/1989,6338.8
11/3/1989,6407.47
11/6/1989,6337.58
11/7/1989,6461.38
11/8/1989,6449.62
11/9/1989,6506.58
11/10/1989,6509.56
11/13/1989,6522.74
11/14/1989,6529.13
11/15/1989,6615.2
11/16/1989,6596.7
11/17/1989,6653.56
11/20/1989,6636.55
11/21/1989,6702.84
11/22/1989,6910.73
11/23/1989,6933.59
11/24/1989,7002.95
11/27/1989,6920.14
11/28/1989,6919.25
11/29/1989,6931.62
11/30/1989,6881.84
12/1/1989,6972.86
12/4/1989,6925.43
12/5/1989,6801.15
12/6/1989,6771.25
12/7/1989,6837.55
12/8/1989,6883.41
12/11/1989,6874.9
12/12/1989,6965.69
12/13/1989,6991.23
12/14/1989,6914.07
12/15/1989,6989.35
12/18/1989,6863.69
12/19/1989,7000.89
12/20/1989,6974.52
12/21/1989,6985.78
12/22/1989,6908.75
12/25/1989,6908.75
12/26/1989,6908.75
12/27/1989,6846.17
12/28/1989,6720.74
12/29/1989,6624.8
1/1/1990,6624.8
1/2/1990,6764.68
1/3/1990,6700.28
1/4/1990,6713.74
1/5/1990,6851.37
1/8/1990,6729.06
1/9/1990,6827.43
1/10/1990,6914.71
1/11/1990,6973.61
1/12/1990,7051.7
1/15/1990,6997.48
1/16/1990,7001.3
1/17/1990,6956.9
1/18/1990,7016.49
1/19/1990,6929.93
1/22/1990,6884.29
1/23/1990,6940.37
1/24/1990,7139.16
1/25/1990,7006.85
1/26/1990,7068.27
1/29/1990,7035.31
1/30/1990,7056.12
1/31/1990,7041.03
2/1/1990,7058.09
2/2/1990,7086.38
2/5/1990,7040.93
2/6/1990,7133.48
2/7/1990,7175.96
2/8/1990,7083.95
2/9/1990,7087.06
2/12/1990,7137.24
2/13/1990,7092.75
2/14/1990,7030.97
2/15/1990,7055.59
2/16/1990,7019.58
2/19/1990,6979.79
2/20/1990,7134.71
2/21/1990,7139.17
2/22/1990,7101.98
2/23/1990,7067.87
2/26/1990,6923.83
2/27/1990,6950.62
2/28/1990,6957.44
3/1/1990,6927.35
3/2/1990,6917.63
3/5/1990,6789.69
3/6/1990,6913.06
3/7/1990,6827.31
3/8/1990,6835.68
3/9/1990,6816.59
3/12/1990,6749.77
3/13/1990,6795.82
3/14/1990,6776.42
3/15/1990,6819.65
3/16/1990,6834.11
3/19/1990,6809.75
3/20/1990,6832.01
3/21/1990,6721.41
3/22/1990,6718.95
3/23/1990,6749.22
3/26/1990,6274.06
3/27/1990,6330.24
3/28/1990,6347.25
3/29/1990,6376.7
3/30/1990,6334.4
4/2/1990,6459.98
4/3/1990,6536.07
4/4/1990,6442.64
4/5/1990,6493.77
4/6/1990,6503.79
4/9/1990,6410.44
4/10/1990,6428.02
4/11/1990,6457.77
4/12/1990,6403.17
4/13/1990,6403.17
4/16/1990,6403.17
4/17/1990,6457.19
4/18/1990,6476.59
4/19/1990,6488.78
4/20/1990,6517.63
4/23/1990,6535.07
4/24/1990,6535.5
4/25/1990,6440.64
4/26/1990,6458.65
4/27/1990,6457.87
4/30/1990,6379.27
5/1/1990,6412.48
5/2/1990,6438.39
5/3/1990,6405.64
5/4/1990,6307.62
5/7/1990,6307.62
5/8/1990,6429.48
5/9/1990,6400.65
5/10/1990,6419.75
5/11/1990,6369.35
5/14/1990,6308.08
5/15/1990,6361.91
5/16/1990,6392.6
5/17/1990,6371.09
5/18/1990,6371.09
5/21/1990,6398.52
5/22/1990,6481.92
5/23/1990,6296.69
5/24/1990,6347.61
5/25/1990,6267.36
5/28/1990,6267.36
5/29/1990,6394.51
5/30/1990,6366.52
5/31/1990,6295.47
6/1/1990,6311.02
6/4/1990,6137.29
6/5/1990,6230.6
6/6/1990,6251.07
6/7/1990,6143.19
6/8/1990,6155.03
6/11/1990,6101.01
6/12/1990,6191.69
6/13/1990,6088.61
6/14/1990,6024.74
6/15/1990,6032.38
6/18/1990,6012.77
6/19/1990,6069.81
6/20/1990,6038.55
6/21/1990,6086.93
6/22/1990,6063.32
6/25/1990,6091.89
6/26/1990,6077.14
6/27/1990,6107.45
6/28/1990,6144.75
6/29/1990,6140.54
7/2/1990,6282.62
7/3/1990,6299.15
7/4/1990,6283.33
7/5/1990,6266.72
7/6/1990,6291.06
7/9/1990,6225.32
7/10/1990,6142.12
7/11/1990,6153.92
7/12/1990,6189.51
7/13/1990,6341.6
7/16/1990,6242.1
7/17/1990,6278.41
7/18/1990,6224.6
7/19/1990,6310.07
7/20/1990,6278.95
7/23/1990,6311.02
7/24/1990,6418.67
7/25/1990,6476.62
7/26/1990,6421.36
7/27/1990,6381.4
7/30/1990,6312.5
7/31/1990,6457.2
8/1/1990,6431.92
8/2/1990,6608.75
8/3/1990,6570.28
8/6/1990,6532.45
8/7/1990,6622.92
8/8/1990,6671.27
8/9/1990,6648.45
8/10/1990,6768.09
8/13/1990,6995.84
8/14/1990,7121.66
8/15/1990,6877.93
8/16/1990,6949.57
8/17/1990,7080.71
8/20/1990,6965.73
8/21/1990,7160.76
8/22/1990,7074.69
8/23/1990,7121.64
8/24/1990,7095.63
8/27/1990,7095.63
8/28/1990,6738.57
8/29/1990,6675.15
8/30/1990,6805.67
8/31/1990,6783.83
9/3/1990,6814.07
9/4/1990,6717.68
9/5/1990,6701.75
9/6/1990,6797.75
9/7/1990,6788.61
9/10/1990,6872.36
9/11/1990,6725.03
9/12/1990,6763.09
9/13/1990,6792.58
9/14/1990,6881.6
9/17/1990,6895.84
9/18/1990,6879.21
9/19/1990,6913.94
9/20/1990,6964.69
9/21/1990,7058.23
9/24/1990,7060.62
9/25/1990,7296.12
9/26/1990,7280.58
9/27/1990,7276.28
9/28/1990,7333.11
10/1/1990,7340.83
10/2/1990,6999.17
10/3/1990,7005.1
10/4/1990,7140.68
10/5/1990,7136.23
10/8/1990,6909.27
10/9/1990,7162.32
10/10/1990,7055.58
10/11/1990,6978.08
10/12/1990,6982.21
10/15/1990,6820.83
10/16/1990,6573.7
10/17/1990,6619.67
10/18/1990,6630.61
10/19/1990,6734.73
10/22/1990,6788.1
10/23/1990,6713
10/24/1990,6709.37
10/25/1990,6794.48
10/26/1990,6761.38
10/29/1990,6677.5
10/30/1990,6776.61
10/31/1990,6895.03
11/1/1990,6873.12
11/2/1990,6874.82
11/5/1990,6751.87
11/6/1990,6865.32
11/7/1990,6950.06
11/8/1990,6981.23
11/9/1990,6977
11/12/1990,6847.75
11/13/1990,6946.73
11/14/1990,6943.08
11/15/1990,6831.97
11/16/1990,6803.45
11/19/1990,6710.48
11/20/1990,6864.11
11/21/1990,6801.37
11/22/1990,6841.54
11/23/1990,6921.37
11/26/1990,6968.33
11/27/1990,6945.32
11/28/1990,6983.68
11/29/1990,7016.25
11/30/1990,6999.61
12/3/1990,6958.41
12/4/1990,6836.59
12/5/1990,6799.85
12/6/1990,6697.01
12/7/1990,6712.97
12/10/1990,6733.66
12/11/1990,6735.97
12/12/1990,6695.85
12/13/1990,6729.11
12/14/1990,6752.04
12/17/1990,6795.66
12/18/1990,6845.86
12/19/1990,6883.57
12/20/1990,6979.53
12/21/1990,7014.24
12/24/1990,6939.16
12/25/1990,6939.16
12/26/1990,6939.16
12/27/1990,6955.85
12/28/1990,6977.52
12/31/1990,6948.86
1/1/1991,6948.86
1/2/1991,7097.34
1/3/1991,6997.65
1/4/1991,7019.49
1/7/1991,7179.96
1/8/1991,7101.91
1/9/1991,7044.76
1/10/1991,7122.52
1/11/1991,7136.08
1/14/1991,7260.59
1/15/1991,7323.45
1/16/1991,7395.39
1/17/1991,6954.41
1/18/1991,6938.81
1/21/1991,6872.84
1/22/1991,7009.93
1/23/1991,6972.91
1/24/1991,6893.84
1/25/1991,6897.1
1/28/1991,6899.19
1/29/1991,6963
1/30/1991,6815.03
1/31/1991,6810.58
2/1/1991,6777.32
2/4/1991,6758.15
2/5/1991,6815.41
2/6/1991,6703.63
2/7/1991,6775.06
2/8/1991,6915.98
2/11/1991,6795.22
2/12/1991,6816.95
2/13/1991,6886.47
2/14/1991,6923.48
2/15/1991,6908.32
2/18/1991,6875.99
2/19/1991,6924.34
2/20/1991,6957.84
2/21/1991,6906.34
2/22/1991,6825.32
2/25/1991,6820.09
2/26/1991,6825.84
2/27/1991,6862.91
2/28/1991,6917.02
3/1/1991,7010.34
3/4/1991,7031.59
3/5/1991,6932.59
3/6/1991,6962.65
3/7/1991,6975.45
3/8/1991,7036.34
3/11/1991,7214.22
3/12/1991,6949.85
3/13/1991,6994.8
3/14/1991,6970.9
3/15/1991,7010.26
3/18/1991,7086.06
3/19/1991,7043.29
3/20/1991,7063.35
3/21/1991,6982.26
3/22/1991,6964.89
3/25/1991,7024.16
3/26/1991,6954.1
3/27/1991,6922.24
3/28/1991,6942.23
3/29/1991,6942.23
4/1/1991,6942.23
4/2/1991,7034.74
4/3/1991,7025.68
4/4/1991,7049.5
4/5/1991,7055.1
4/8/1991,7081.24
4/9/1991,7177.33
4/10/1991,7168.99
4/11/1991,7163.27
4/12/1991,7183
4/15/1991,7346.92
4/16/1991,7123.02
4/17/1991,7119.9
4/18/1991,7147.54
4/19/1991,7155.72
4/22/1991,7245.96
4/23/1991,7193.09
4/24/1991,7181.09
4/25/1991,7162.39
4/26/1991,7134.14
4/29/1991,7076.44
4/30/1991,7226.59
5/1/1991,7202.35
5/2/1991,7154.18
5/3/1991,7089.03
5/6/1991,7089.03
5/7/1991,7255.44
5/8/1991,7275.11
5/9/1991,7300.34
5/10/1991,7297.93
5/13/1991,7324.49
5/14/1991,7311.36
5/15/1991,7384.19
5/16/1991,7287.29
5/17/1991,7278.88
5/20/1991,7186.73
5/21/1991,7349.64
5/22/1991,7360.23
5/23/1991,7342.44
5/24/1991,7442.91
5/27/1991,7442.91
5/28/1991,7345.34
5/29/1991,7471.97
5/30/1991,7491.29
5/31/1991,7527.25
6/3/1991,7527.31
6/4/1991,7609.76
6/5/1991,7608.37
6/6/1991,7655.8
6/7/1991,7724.24
6/10/1991,7756.03
6/11/1991,7804.74
6/12/1991,7783.63
6/13/1991,7739.69
6/14/1991,7713.78
6/17/1991,7667.51
6/18/1991,7820.61
6/19/1991,7771.1
6/20/1991,7764.45
6/21/1991,7704.5
6/24/1991,7470.68
6/25/1991,7675.56
6/26/1991,7719.47
6/27/1991,7684.7
6/28/1991,7785.63
7/1/1991,7786.87
7/2/1991,8487.76
7/3/1991,9685.62
7/4/1991,9605.1
7/5/1991,9652.66
7/8/1991,9324.49
7/9/1991,9550.28
7/10/1991,9620.76
7/11/1991,9506.87
7/12/1991,9502.32
7/15/1991,9348.02
7/16/1991,9574.33
7/17/1991,9570.2
7/18/1991,9544.21
7/19/1991,9560.25
7/22/1991,9458.21
7/23/1991,9454.9
7/24/1991,9419.15
7/25/1991,9381.44
7/26/1991,9377.68
7/29/1991,9310.1
7/30/1991,9300.92
7/31/1991,9347.97
8/1/1991,9345.5
8/2/1991,9262.07
8/5/1991,9045.97
8/6/1991,9129.36
8/7/1991,9132.33
8/8/1991,9152.11
8/9/1991,9227.46
8/12/1991,9260.88
8/13/1991,9211.88
8/14/1991,9253.15
8/15/1991,9300.54
8/16/1991,9281.7
8/19/1991,9337.36
8/20/1991,9205.06
8/21/1991,9223.01
8/22/1991,9227.82
8/23/1991,9191.54
8/26/1991,9138.66
8/27/1991,9173.96
8/28/1991,9158.27
8/29/1991,9035.58
8/30/1991,8953.66
9/2/1991,8931.07
9/3/1991,8976.29
9/4/1991,8973.78
9/5/1991,8955.86
9/6/1991,8978.98
9/9/1991,9017.03
9/10/1991,9053.73
9/11/1991,8903.88
9/12/1991,8919.53
9/13/1991,8891.47
9/16/1991,8798.32
9/17/1991,8980.04
9/18/1991,9018.78
9/19/1991,9026.09
9/20/1991,9017.18
9/23/1991,9035.65
9/24/1991,9105.64
9/25/1991,9106.18
9/26/1991,9065.53
9/27/1991,9003.55
9/30/1991,9120.51
10/1/1991,9118.07
10/2/1991,9158.06
10/3/1991,9188.54
10/4/1991,9167.71
10/7/1991,9264.01
10/8/1991,9244
10/9/1991,9229.75
10/10/1991,9267.78
10/11/1991,9219.94
10/14/1991,9233.98
10/15/1991,9233.9
10/16/1991,9213.83
10/17/1991,9242.9
10/18/1991,9247.45
10/21/1991,9398.69
10/22/1991,9365.73
10/23/1991,9347.85
10/24/1991,9306.95
10/25/1991,9337.13
10/28/1991,9249.24
10/29/1991,9213.55
10/30/1991,9287.85
10/31/1991,9241.39
11/1/1991,9244.86
11/4/1991,9183.24
11/5/1991,9197.78
11/6/1991,9137.15
11/7/1991,9137.15
11/8/1991,9123.48
11/11/1991,9149.78
11/12/1991,9148.86
11/13/1991,9200.64
11/14/1991,9175.34
11/15/1991,9165.84
11/18/1991,9349.06
11/19/1991,9358.39
11/20/1991,9348.65
11/21/1991,9386.67
11/22/1991,9487.3
11/25/1991,9529.52
11/26/1991,9450.76
11/27/1991,9490.17
11/28/1991,9452.49
11/29/1991,9466.73
12/2/1991,9537.91
12/3/1991,9310.26
12/4/1991,9405.68
12/5/1991,9399.91
12/6/1991,9504.02
12/9/1991,9597.37
12/10/1991,9506.6
12/11/1991,9466.24
12/12/1991,9290.57
12/13/1991,9287.48
12/16/1991,9280.01
12/17/1991,9223.1
12/18/1991,9248.52
12/19/1991,9258.77
12/20/1991,9232
12/23/1991,9204.44
12/24/1991,9289.61
12/25/1991,9289.61
12/26/1991,9289.61
12/27/1991,9103.94
12/30/1991,9079.38
12/31/1991,9080.55
1/1/1992,9080.55
1/2/1992,9063.28
1/3/1992,9110.33
1/6/1992,9098.96
1/7/1992,9018.43
1/8/1992,9030.94
1/9/1992,9106.45
1/10/1992,9261.71
1/13/1992,9029.07
1/14/1992,9117.81
1/15/1992,9199.55
1/16/1992,9190.8
1/17/1992,9252.6
1/20/1992,9294.25
1/21/1992,9259.43
1/22/1992,9208.97
1/23/1992,9194.46
1/24/1992,9169.24
1/27/1992,9289.34
1/28/1992,9237.4
1/29/1992,9208.62
1/30/1992,9252.59
1/31/1992,9182.86
2/3/1992,9127.8
2/4/1992,9188.18
2/5/1992,9126.53
2/6/1992,9170.63
2/7/1992,9170.51
2/10/1992,9128.46
2/11/1992,9225.58
2/12/1992,9246.06
2/13/1992,9250.12
2/14/1992,9162.35
2/17/1992,9148.38
2/18/1992,9142.38
2/19/1992,9397.16
2/20/1992,9321.04
2/21/1992,9264.97
2/24/1992,9007.73
2/25/1992,9124.57
2/26/1992,9081.68
2/27/1992,9215.65
2/28/1992,9210.34
3/2/1992,9172.99
3/3/1992,9692.41
3/4/1992,9678.65
3/5/1992,9733.61
3/6/1992,9671.78
3/9/1992,9514.56
3/10/1992,9611.85
3/11/1992,9644.55
3/12/1992,9727.1
3/13/1992,9740.24
3/16/1992,9677.18
3/17/1992,9634.53
3/18/1992,9689.47
3/19/1992,9600.12
3/20/1992,9670.64
3/23/1992,9877.56
3/24/1992,9858.85
3/25/1992,9856.14
3/26/1992,9855.29
3/27/1992,9843.85
3/30/1992,9896.22
3/31/1992,9913.34
4/1/1992,9946.86
4/2/1992,9829.23
4/3/1992,9836.07
4/6/1992,9887.77
4/7/1992,9758.67
4/8/1992,9765.12
4/9/1992,9786.6
4/10/1992,9892.61
4/13/1992,9843.55
4/14/1992,9769.09
4/15/1992,9840.35
4/16/1992,9691.57
4/17/1992,9691.57
4/20/1992,9691.57
4/21/1992,9672.91
4/22/1992,9720.13
4/23/1992,9705.27
4/24/1992,9646.37
4/27/1992,9577.43
4/28/1992,9628.21
4/29/1992,9618.79
4/30/1992,9615.68
5/1/1992,9764.97
5/4/1992,9764.97
5/5/1992,9629.26
5/6/1992,9625.37
5/7/1992,9605.44
5/8/1992,9646.04
5/11/1992,9544.63
5/12/1992,9490.58
5/13/1992,9496.88
5/14/1992,9509.75
5/15/1992,9610.12
5/18/1992,9527.23
5/19/1992,9546.24
5/20/1992,9495.36
5/21/1992,9587.74
5/22/1992,9627.57
5/25/1992,9627.57
5/26/1992,9681.77
5/27/1992,9740.62
5/28/1992,9637.97
5/29/1992,9669.22
6/1/1992,9608.44
6/2/1992,9681.47
6/3/1992,9720.78
6/4/1992,9672.8
6/5/1992,9677.62
6/8/1992,9972.63
6/9/1992,9571.92
6/10/1992,9572.43
6/11/1992,9599.63
6/12/1992,9620.48
6/15/1992,9598.92
6/16/1992,9687.95
6/17/1992,9702.77
6/18/1992,9677.75
6/19/1992,9715.28
6/22/1992,9585.95
6/23/1992,9703.33
6/24/1992,9650.2
6/25/1992,9716.5
6/26/1992,9727.66
6/29/1992,9756.05
6/30/1992,9838.49
7/1/1992,9826.5
7/2/1992,9730.44
7/3/1992,9808.72
7/6/1992,9980.62
7/7/1992,9844.93
7/8/1992,9934.68
7/9/1992,9905.73
7/10/1992,9947.44
7/13/1992,9936.77
7/14/1992,9986
7/15/1992,10017.64
7/16/1992,10047.7
7/17/1992,10144.78
7/20/1992,10490.51
7/21/1992,10191.5
7/22/1992,10186.73
7/23/1992,10197.89
7/24/1992,10159.6
7/27/1992,10171.03
7/28/1992,10197.84
7/29/1992,10174.22
7/30/1992,10129.91
7/31/1992,10174.5
8/3/1992,10003.19
8/4/1992,10001.12
8/5/1992,9935.93
8/6/1992,9882.48
8/7/1992,9901.29
8/10/1992,9908.71
8/11/1992,9860.18
8/12/1992,9810.41
8/13/1992,9564.55
8/14/1992,9527.13
8/17/1992,9459.81
8/18/1992,9524.71
8/19/1992,9582.79
8/20/1992,9559.19
8/21/1992,9564.67
8/24/1992,9573.93
8/25/1992,9674.43
8/26/1992,9599.63
8/27/1992,9618.14
8/28/1992,9699.96
8/31/1992,9699.96
9/1/1992,9697.47
9/2/1992,9647.78
9/3/1992,9609.58
9/4/1992,9688.13
9/7/1992,9712.07
9/8/1992,9707.9
9/9/1992,9743.23
9/10/1992,9702.28
9/11/1992,9641.58
9/14/1992,9775.99
9/15/1992,9817.91
9/16/1992,9817.67
9/17/1992,9900.35
9/18/1992,9871.25
9/21/1992,9849.02
9/22/1992,9908.59
9/23/1992,9875.75
9/24/1992,9888.31
9/25/1992,9915.99
9/28/1992,9818.43
9/29/1992,9854.5
9/30/1992,9903.84
10/1/1992,9925.59
10/2/1992,9883.52
10/5/1992,9888.79
10/6/1992,9921.75
10/7/1992,9925.34
10/8/1992,9955.03
10/9/1992,9954.34
10/12/1992,9775.16
10/13/1992,9741.93
10/14/1992,9770.59
10/15/1992,9671.85
10/16/1992,9680.17
10/19/1992,9845.54
10/20/1992,9746.06
10/21/1992,9764.25
10/22/1992,9721.63
10/23/1992,9771.76
10/26/1992,9681.95
10/27/1992,9599.1
10/28/1992,9598.24
10/29/1992,9628.17
10/30/1992,9632.52
11/2/1992,9665.16
11/3/1992,9621.01
11/4/1992,9585.86
11/5/1992,9581.02
11/6/1992,9557.01
11/9/1992,9541.29
11/10/1992,9353
11/11/1992,9407.18
11/12/1992,9437.84
11/13/1992,9479.52
11/16/1992,9513.48
11/17/1992,9468.16
11/18/1992,9531.95
11/19/1992,9498.6
11/20/1992,9538.12
11/23/1992,9395.09
11/24/1992,9477.52
11/25/1992,9510.71
11/26/1992,9515.43
11/27/1992,9478.94
11/30/1992,9425.57
12/1/1992,9513.5
12/2/1992,9618.65
12/3/1992,9580.25
12/4/1992,9718.93
12/7/1992,9505.79
12/8/1992,9721.63
12/9/1992,9645.89
12/10/1992,9708.81
12/11/1992,9754.13
12/14/1992,9651.19
12/15/1992,9681.77
12/16/1992,9751.11
12/17/1992,9824.83
12/18/1992,9751.59
12/21/1992,9628.99
12/22/1992,9612.76
12/23/1992,9672.6
12/24/1992,9605.21
12/25/1992,9605.21
12/28/1992,9605.21
12/29/1992,9541.12
12/30/1992,9627.13
12/31/1992,9639.3
1/1/1993,9639.3
1/4/1993,9483.75
1/5/1993,9276.49
1/6/1993,9519.28
1/7/1993,9540.21
1/8/1993,9480.3
1/11/1993,9447.19
1/12/1993,9526.49
1/13/1993,9478.63
1/14/1993,9477.88
1/15/1993,9507.58
1/18/1993,9426.76
1/19/1993,9524.76
1/20/1993,9518.8
1/21/1993,9542.76
1/22/1993,9435.1
1/25/1993,9413.95
1/26/1993,9589.22
1/27/1993,9620.03
1/28/1993,9590.63
1/29/1993,9642.39
2/1/1993,9625.36
2/2/1993,9642.16
2/3/1993,9666.34
2/4/1993,9666.35
2/5/1993,9791.73
2/8/1993,9677.88
2/9/1993,9842.65
2/10/1993,9939.4
2/11/1993,10092.24
2/12/1993,9998.6
2/15/1993,9801.4
2/16/1993,9916.51
2/17/1993,9898.54
2/18/1993,9893.94
2/19/1993,9979.78
2/22/1993,9887.62
2/23/1993,9920.75
2/24/1993,9916.52
2/25/1993,9997.49
2/26/1993,9885.56
3/1/1993,10493.75
3/2/1993,10642.55
3/3/1993,10562.64
3/4/1993,10517.22
3/5/1993,10524.19
3/8/1993,10304.87
3/9/1993,10332.53
3/10/1993,10281.53
3/11/1993,10338.36
3/12/1993,10313.97
3/15/1993,10244.94
3/16/1993,10409.6
3/17/1993,10364.36
3/18/1993,10387.77
3/19/1993,10486.11
3/22/1993,10392.85
3/23/1993,10451.44
3/24/1993,10436.84
3/25/1993,10483.43
3/26/1993,10486.42
